Trust Code,Trust Name,Commissioning Region,Trust Type,Site Code,Site Name,Site Type,Tenure,Leased,Post Code,Depreciation (£),PDC (£),Leases and rent (£),Rates (£),Interest on Capital (£),Other Estates and Facilities finance costs (£),Indirect accommodation subsidies (£),Estates and property maintenance (£),Grounds and gardens maintenance (£),Electro Bio Medical Equipment maintenance (£),Other Hard FM (Estates) costs (£),Other Soft FM (Hotel Services) costs (£),Management (Hard and Soft FM) costs (£),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Gross internal floor area (m²),NHS estate occupied floor area (%),Site heated volume (m³),Land area owned (Hectares),Land area not delivering services (Hectares),Private patient (m²),Pathology (m²),Clinical Sterile Services Dept. (CSSD) (m²),Clinical space - other (m²),Medical records (m²),Human Resources (m²),Information Technology (m²),General Administration (m²),Restaurants (m²),Staff Accommodation (m²),Non-clinical space - other (m²),Retail sales area (m²),111 Contact Centre (m²),999 Contact Centre (to include empty & fall back desks) (m²),PTS Contact Centre (m²),Hub (make ready station) (m²),Spoke (m²),Ambulance Station (excludes deployment points with no premises costs) (m²),Ambulance Station (PTS) (m²),Training (m²),Corporate (m²),Fleet Workshop (m²),HART (Hazardous Area Response Team) (m²),Masts (m²),Logistics Store (m²),Other (m²),Not functionally suitable - occupied floor area (%),Not functionally suitable - clinical space (%),Floor area - empty (%),Floor area - under used (%),Single bedrooms for patients with en-suite facilities (No.),Single bedrooms for patients without en-suite facilities (No.),Isolation rooms (No.),Cost to eradicate high risk backlog (£),Cost to eradicate significant risk backlog (£),Cost to eradicate moderate risk backlog (£),Cost to eradicate low risk backlog (£),Age profile - 2015 to 2024 (%),Age profile - 2005 to 2014 (%),Age profile - 1995 to 2004 (%),Age profile - 1985 to 1994 (%),Age profile - 1975 to 1984 (%),Age profile - 1965 to 1974 (%),Age profile - 1955 to 1964 (%),Age profile - 1948 to 1954 (%),Age profile - pre 1948 (%),CHP units operated on the site (No.),CHP unit/s size - electrical (watts),CHP unit/s size - thermal (watts),CHP unit/s efficiency (%),Fossil energy input to CHP system/s (kWh),Thermal energy output of CHP system/s (kWh),Electrical energy output of CHP system/s (kWh),Exported electricity (kWh),Exported thermal energy (kWh),Have you dumped/discharged energy in the last year (Yes/No),How many kWh were discharged to waste (kWh),Electricity costs (£),Electricity consumed (kWh),Gas costs (£),Gas consumed (kWh),Oil costs (£),Oil consumed (kWh),Coal costs (£),Coal consumed (kWh),Electricity costs - green energy tariff (£),Electricity consumed - green energy tariff (kWh),Electricity costs - third party owned renewable (£),Electricity consumed - third party owned renewable (kWh),Non-fossil fuel costs - renewable (£),Non-fossil fuel consumed - renewable (kWh),Other energy costs (£),Steam consumed (kWh),Hot water consumed (kWh),Electrical energy output of owned onsite renewables (kWh),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Water and sewerage cost (£),Water volume (including borehole) (m³),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Incineration (clinical waste) cost (£),Incineration (clinical waste) volume (Tonnes),Alternative Treatment (clinical waste) cost (£),Alternative Treatment (clinical waste) volume (Tonnes),Offensive waste cost (£),Offensive waste volume (Tonnes),Clinical waste processed on site cost (£),Clinical waste processed on site volume (Tonnes),Domestic waste (landfill) cost (£),Domestic waste (landfill) volume (Tonnes),Domestic waste (recycling) cost (£),Domestic waste (recycling) volume (Tonnes),Domestic waste (food) cost (£),Domestic waste (food) volume (Tonnes),Domestic waste (textiles) cost (£),Domestic waste (textiles) volume (Tonnes),Domestic waste (incineration) cost (£),Domestic waste (incineration) volume (Tonnes),Domestic waste processed on site cost (£),Domestic waste processed on site volume (Tonnes),Confidential waste cost (£),Confidential waste volume (Tonnes),Other waste costs (£),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Car parking services cost (£),Parking spaces available (No.),Designated disabled parking spaces (No.),Electric vehicle charging points (No.),Average fee charged per hour for patient/visitor parking (£),Average fee charged per hour for staff parking (£),Is there a charge for disabled parking (Yes/No/None),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Cleaning service cost (£),Cleaning staff (WTE),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Inpatient food service cost (£),Inpatient main meals requested (No.),Hostess meal service (Select),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Laundry and linen service used (Select),Laundry service cost (£),Linen service cost (£),Laundered pieces per annum (No.),Onsite laundry (Select),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£),Portering service cost (£),Portering staff (WTE),PFI Contractor (SPV) costs (£),PFI Management (Trust) costs (£)
RH5,SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RH5F8,WEST MENDIP COMMUNITY HOSPITAL,7. Community hospital (with inpatient beds),2. Whole site - Private Finance Initiative (PFI),,BA16 8JD,"28,548","5,364",0,"77,224","947,513",0,Not Applicable,"309,520",0,"4,622",0,"55,298",0,0,0,"3,725",100,"8,565",0,0,0,0,0,"3,240",0,0,0,0,0,0,484,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,9,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"79,865","432,945","37,928","956,791",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20,068","6,245",0,0,"1,350",0.93,"2,127",4.2,"2,099",9.13,0,0,0,0,"1,231",7.22,0,0,0,0,"2,799",14.5,0,0,592,1.89,0,0,0,0,84,7,0,0,0,No,0,0,"98,011",4.52,0,0,"92,263","24,057",Complete hostess service,0,0,1. Contracted – Full service,"11,255",Not Applicable,"38,466",No,0,0,"35,146",2.31,0,0
RH5,SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RH5F9,CREWKERNE HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,,TA18 8BG,"47,024","67,426",0,"18,927",0,0,Not Applicable,"63,163",0,645,0,"1,063",0,Not Applicable,Not Applicable,"1,300",100,"2,987",0.55,0,0,0,0,974,0,0,0,0,0,0,325,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,4,0,0,0,"5,000","3,000","6,000",0,23,23,0,0,0,0,0,54,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"21,213","110,669","15,115","379,476",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,"8,149","2,033",Not Applicable,Not Applicable,945,0.86,735,1.12,"1,794",7.8,0,0,0,0,844,4.77,0,0,0,0,"1,450",7.45,0,0,222,0.07,0,Not Applicable,Not Applicable,0,24,2,0,0,0,No,Not Applicable,Not Applicable,"51,468",2.2,Not Applicable,Not Applicable,"93,572","18,484",Complete hostess service,Not Applicable,Not Applicable,1. Contracted – Full service,"10,412",Not Applicable,"34,799",No,Not Applicable,Not Applicable,"17,091",0.8,Not Applicable,Not Applicable
RH5,SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RH5G1,SOUTH PETHERTON HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,,TA13 5AR,"178,808","303,417",0,"161,280",0,0,Not Applicable,"193,746",0,"4,367",0,"7,317",0,Not Applicable,Not Applicable,"3,992",100,"9,179",1.96,0,0,0,0,"3,313",0,0,0,0,0,0,678,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,16,0,0,0,"1,000","5,000","8,500",0,100,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"90,951","417,002","9,880","218,501","1,273","2,000",0,0,0,0,0,0,"20,050","358,301",0,0,0,0,Not Applicable,Not Applicable,"20,213","4,840",Not Applicable,Not Applicable,"1,198",1.23,"1,057",2.08,"2,018",8.78,0,0,0,0,568,7.81,0,0,0,0,"1,628",15.49,0,0,555,0.77,0,Not Applicable,Not Applicable,0,118,11,0,0,0,No,Not Applicable,Not Applicable,"250,578",10.4,Not Applicable,Not Applicable,"96,850","22,785",Complete hostess service,Not Applicable,Not Applicable,1. Contracted – Full service,"16,322",Not Applicable,"55,845",No,Not Applicable,Not Applicable,"36,145",1.5,Not Applicable,Not Applicable
RH5,SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RH5G2,WINCANTON COMMUNITY HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,,BA9 9DQ,"85,991","134,852",0,"39,602",0,0,Not Applicable,"125,352",0,68,0,"1,947",0,Not Applicable,Not Applicable,"2,643",100,"6,076",1.25,0,0,0,0,"2,193",0,0,0,0,0,0,449,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,6,2,0,0,0,"5,000","6,000",0,43,3,3,3,17,0,0,31,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"50,088","183,676",0,0,"36,815","702,784",0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,"14,794","3,484",Not Applicable,Not Applicable,766,0.6,896,1.6,"1,760",7.6,0,0,0,0,600,2.68,0,0,0,0,"1,472",6.3,0,0,0,0,0,Not Applicable,Not Applicable,0,63,4,0,0,0,No,Not Applicable,Not Applicable,"124,587",4.52,Not Applicable,Not Applicable,"63,420","12,755",Complete hostess service,Not Applicable,Not Applicable,1. Contracted – Full service,"10,953",Not Applicable,"36,701",No,Not Applicable,Not Applicable,"29,433",1.14,Not Applicable,Not Applicable
RH5,SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RH5G3,DENE BARTON COMMUNITY UNIT,7. Community hospital (with inpatient beds),1. Freehold,,TA4 1DD,"79,249","134,852",41,"38,556",0,0,Not Applicable,"107,481",0,924,0,"3,499",0,Not Applicable,Not Applicable,"2,178",100,"5,009",2.15,0.57,0,0,0,"1,895",0,0,0,0,0,0,283,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,7,0,0,0,"8,000",0,0,2,20,78,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"28,098","151,779","19,412","479,869",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,"4,640","2,035",Not Applicable,Not Applicable,731,0.55,722,1.08,587,2.55,0,0,0,0,832,6.4,0,0,0,0,"2,790",8.79,0,0,0,0,0,Not Applicable,Not Applicable,0,104,2,0,0,0,No,Not Applicable,Not Applicable,"104,948",3.62,Not Applicable,Not Applicable,"78,434","10,731",Complete hostess service,Not Applicable,Not Applicable,1. Contracted – Full service,"6,739",Not Applicable,"22,969",No,Not Applicable,Not Applicable,"18,400",0.85,Not Applicable,Not Applicable
RH5,SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RH5G5,FROME COMMUNITY HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,,BA11 2FH,"206,290","337,130","63,913","101,040",0,0,Not Applicable,"193,237","1,192","1,846",0,"61,150",0,Not Applicable,Not Applicable,"4,002",100,"9,204",3,0,0,0,0,"3,082",0,0,0,0,0,0,920,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,13,0,0,0,"11,000","10,000","3,500",0,100,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"79,032","461,570","28,837","739,571",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,"22,559","7,140",Not Applicable,Not Applicable,"2,232",2.22,"2,154",4.28,"2,033",8.84,0,0,0,0,"1,270",5.72,0,0,0,0,"4,360",15.02,0,0,666,1.79,0,Not Applicable,Not Applicable,0,157,10,0,0,0,No,Not Applicable,Not Applicable,"207,496",7.03,Not Applicable,Not Applicable,"102,956","23,884",Complete hostess service,Not Applicable,Not Applicable,1. Contracted – Full service,"21,504",Not Applicable,"74,119",No,Not Applicable,Not Applicable,"38,725",1.66,Not Applicable,Not Applicable
RH5,SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RH5H5,ST ANDREWS,4. Mental Health (including Specialist services),1. Freehold,,BA5  1TH,"42,759","67,426",0,"37,213",0,0,Not Applicable,"89,512","7,668",0,0,455,0,Not Applicable,Not Applicable,"1,242",100,"2,854",0.57,0,0,0,0,"1,174",0,0,0,0,0,0,68,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,0,14,0,0,0,"5,000","2,000",0,0,0,100,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"16,235","84,487","11,841","255,309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,"4,083","1,294",Not Applicable,Not Applicable,400,0.32,408,0.68,0,0,0,0,0,0,"2,080",15.67,0,0,0,0,"2,151","6,148.00",0,0,0,0,0,Not Applicable,Not Applicable,91,71,2,0,0,0,No,Not Applicable,Not Applicable,"102,643",3.37,Not Applicable,Not Applicable,"82,119","14,669",Complete hostess service,Not Applicable,Not Applicable,1. Contracted – Full service,"3,920",Not Applicable,"13,710",No,Not Applicable,Not Applicable,0,0,Not Applicable,Not Applicable
RH5,SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RH5K6,BRIDGWATER COMMUNITY HOSPITAL,7. Community hospital (with inpatient beds),1. Freehold,,TA6 5AH,"232,537","370,843",0,"228,060",0,0,Not Applicable,"272,477",0,"10,765",0,"20,963",0,Not Applicable,Not Applicable,"5,311",100,"12,215",3,0.5,0,0,0,"4,063",0,0,0,0,0,0,"1,248",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,18,0,0,0,0,"12,500","8,500",0,100,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"144,536","779,614","32,275","831,871",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,"18,342","4,601",Not Applicable,Not Applicable,"2,798",3.06,"3,735",9,"2,367",10.29,0,0,0,0,"2,170",13.3,0,0,0,0,"4,393",27.18,0,0,"1,147",2.72,0,Not Applicable,Not Applicable,0,217,24,0,0,0,No,Not Applicable,Not Applicable,"310,306",11.44,Not Applicable,Not Applicable,"92,850","27,233",Complete hostess service,Not Applicable,Not Applicable,1. Contracted – Full service,"20,046",Not Applicable,"69,168",No,Not Applicable,Not Applicable,"50,765",2.12,Not Applicable,Not Applicable
RH5,SOMERSET PARTNERSHIP NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,MENTAL HEALTH AND LEARNING DISABILITY,RH5ORS,OTHER REPORTABLE SITES,Other Reportable Site,,,TA6 4RN,"395,618","675,072","1,467,982","514,462",0,"295,214",0,"260,690","5,512","332,209","90,622","524,526",0,Not Applicable,Not Applicable,"14,828",91,"34,952",Not Applicable,Not Applicable,0,0,0,"6,012",0,87,222,"1,638",0,209,"6,456",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,9,0,0,0,0,0,0,"17,000","24,000",0,20,15,45,0,0,0,0,20,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"269,476","1,456,860","80,248","1,556,433",0,0,0,0,0,0,0,0,0,0,0,0,0,0,Not Applicable,Not Applicable,"27,625","6,516",Not Applicable,Not Applicable,"6,109",6.67,"7,348",17.22,"2,452",10.64,0,0,0,0,"5,256",29.71,0,0,0,0,"7,712",24.77,0,0,"2,422",5.15,0,Not Applicable,Not Applicable,"111,515",393,24,0,0,0,No,Not Applicable,Not Applicable,"146,235",6.8,Not Applicable,Not Applicable,0,0,No hostess,Not Applicable,Not Applicable,6. No service,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,Not Applicable,Not Applicable
RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RH801,ROYAL DEVON & EXETER HOSPITAL (WONFORD),1. General acute hospital,1. Freehold,,EX2  5DW,"5,274,928","5,647,859","594,327","1,687,913",0,"195,731",Not Applicable,"2,920,341","137,252","1,493,222",0,"4,152,978","721,868",Not Applicable,Not Applicable,"125,813",95.75,"260,751",22,0,0,"4,095",875,"69,348",852,22,445,"7,186","1,027","7,248","24,898",139,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,6.77,0.44,0.49,0.05,97,90,0,"643,850","1,194,058","7,251,073","8,925,213",0.92,20.74,16.63,45.3,0.7,15.55,0,0,0.16,1,"1,000,000","1,429,000",68,"18,482,043","3,829,610","6,423,511",0,0,Yes,"934,100",0,0,"923,882","34,076,413","61,197","1,131,952",0,0,"1,347,424","8,973,853",0,0,0,0,"10,313",0,0,"46,450",Not Applicable,Not Applicable,"517,484","214,428",Not Applicable,Not Applicable,"114,028",225,"158,042",325,"87,675",180,0,0,0,0,"70,680",384,"2,595",16,0,0,"74,749",483,0,0,"25,538",117,"350,815.00",Not Applicable,Not Applicable,"294,760","1,886",49,2,1,0,No,Not Applicable,Not Applicable,"5,553,800",202.06,Not Applicable,Not Applicable,"3,721,737","731,373",Complete hostess service,Not Applicable,Not Applicable,2. Full service – In house,"966,767","93,059","3,284,044",Yes,Not Applicable,Not Applicable,"768,556",45.45,Not Applicable,Not Applicable
RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RH853,TIVERTON & DISTRICT HOSPITAL,7. Community hospital (with inpatient beds),7. Leased from NHS Property Services,3. Leased and part serviced,EX16 6AN,0,0,"1,706,668",0,0,0,0,"42,592",0,"26,797",0,"102,507","9,798",Not Applicable,Not Applicable,"3,912",0,"9,389",Not Applicable,Not Applicable,0,0,0,"3,270",69,0,0,0,0,0,573,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,11,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,100,0,0,0,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"3,129",3,"5,119",7,"4,813",8,Not Applicable,Not Applicable,0,0,"5,717",26,0,0,0,0,"14,155",51,Not Applicable,Not Applicable,0,0,"6,620.00",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"220,192",9.12,Not Applicable,Not Applicable,"181,313","33,718",Complete hostess service,Not Applicable,Not Applicable,2. Full service – In house,"31,289","12,711","134,988",No,Not Applicable,Not Applicable,"7,727",0.32,Not Applicable,Not Applicable
RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RH858,EXMOUTH HOSPITAL,7. Community hospital (with inpatient beds),7. Leased from NHS Property Services,3. Leased and part serviced,EX8  2JN,0,0,"621,081",0,0,0,0,"17,466",0,"19,539",0,"54,773","4,018",Not Applicable,Not Applicable,"2,965",0,"7,116",Not Applicable,Not Applicable,0,0,0,"2,637",40,0,8,175,0,0,105,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,11.9,0,0,1,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,33.73,0,20.24,0,0,46.03,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2,701",3,"2,596",4,"2,597",4,Not Applicable,Not Applicable,0,0,"3,129",11,0,0,0,0,"5,303",18,Not Applicable,Not Applicable,0,0,"5,188.00",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"185,176",6.36,Not Applicable,Not Applicable,"121,176","15,608",Complete hostess service,Not Applicable,Not Applicable,2. Full service – In house,"14,048","12,145","60,840",No,Not Applicable,Not Applicable,"26,947",0.93,Not Applicable,Not Applicable
RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RH859,VICTORIA HOSPITAL (SIDMOUTH),7. Community hospital (with inpatient beds),7. Leased from NHS Property Services,3. Leased and part serviced,EX10 8EW,0,0,"607,248",0,0,0,0,"20,111",0,"10,049",0,"30,786","4,626",Not Applicable,Not Applicable,"2,031",0,"4,875",Not Applicable,Not Applicable,0,0,0,"1,723",14,0,0,294,0,0,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,0,0,12,0,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,49.23,0,0,0,0,0,50.77,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"2,622",2,"3,738",5,"2,515",4,Not Applicable,Not Applicable,0,0,"3,619",16,0,0,0,0,"6,722",20,Not Applicable,Not Applicable,0,0,"3,021.00",Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,"199,936",6.36,Not Applicable,Not Applicable,"150,112","24,747",Complete hostess service,Not Applicable,Not Applicable,2. Full service – In house,"19,795","14,880","84,573",No,Not Applicable,Not Applicable,"18,320",0.58,Not Applicable,Not Applicable
RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,SOUTH WEST COMMISSIONING REGION,ACUTE - LARGE,RH8ORS,OTHER REPORTABLE SITES,Other Reportable Site,,,EX2 5DW,"345,018","329,981","3,637,561","376,799",0,"38,462",0,"726,748","19,441","563,358",0,"577,626","96,055",Not Applicable,Not Applicable,"34,818",67.29,"80,965",Not Applicable,Not Applicable,0,16,0,"19,443","2,151",132,326,"4,289",95,0,"5,499",0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,2.16,0,2.14,4.81,0,0,0,"640,017",0,"3,949,530","5,068,041",0,10.14,5.74,13.94,10.43,46.94,0,0,12.81,0,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,0,0,"175,958","5,673,127","73,894","473,659",0,0,"299,301","1,824,689",0,0,0,0,641,0,0,"6,159",Not Applicable,Not Applicable,"146,490","55,369",Not Applicable,Not Applicable,"40,239",44,"25,756",48,"9,384",20,0,0,0,0,"29,924",122,0,0,0,0,"32,002",131,0,0,"1,575",5,"13,532.00",Not Applicable,Not Applicable,"67,472",284,6,2,1,0,No,Not Applicable,Not Applicable,"946,624",39,Not Applicable,Not Applicable,0,0,Complete hostess service,Not Applicable,Not Applicable,4. Hybrid,"64,001","19,848","270,805",No,Not Applicable,Not Applicable,"19,340",1,Not Applicable,Not Applicable
